code,date,e_price,p2,p3,p4,rand,code2
N4G19,2019-01-02,63.83,63.83,63.83,63.83,0,2778
N4G19,2019-01-03,63.17,63.17,63.17,63.17,0,2778
N4G19,2019-01-04,64.17,64.17,64.17,64.17,0,2778
N4G19,2019-01-07,60.72,60.72,60.72,60.72,0,2778
N4G19,2019-01-08,62.16,62.16,62.16,62.16,0,2778
N4G19,2019-01-09,61.61,61.61,61.61,61.61,0,2778
N4G19,2019-01-10,61.69,61.69,61.69,61.69,0,2778
N4G19,2019-01-11,62.99,62.99,62.99,62.99,0,2778
N4G19,2019-01-14,61.43,61.43,61.43,61.43,0,2778
N4G19,2019-01-15,62.59,62.59,62.59,62.59,0,2778
N4G19,2019-01-16,62.59,62.59,62.59,62.59,0,2778
N4G19,2019-01-17,64.47,64.47,64.47,64.47,60,2838
N4G19,2019-01-18,63.89,63.89,63.89,63.89,0,2838
N4G19,2019-01-21,61.89,61.89,61.89,61.89,60,2898
N4G19,2019-01-22,62.11,62.11,62.11,62.11,0,2898
N4H19,2019-01-23,59.17,59.17,59.17,59.17,0,2898
N4H19,2019-01-24,57.52,57.52,57.52,57.52,0,2898
N4H19,2019-01-25,56.36,56.36,56.36,56.36,0,2898
N4H19,2019-01-28,55.47,55.47,55.47,55.47,0,2898
N4H19,2019-01-29,55.79,55.79,55.79,55.79,0,2898
N4H19,2019-01-30,55.07,55.07,55.07,55.07,0,2463
N4H19,2019-01-31,54.1,54.1,54.1,54.1,0,2463
N4H19,2019-02-01,53.09,53.09,53.09,53.09,0,2463
N4H19,2019-02-04,53.36,53.36,53.36,53.36,0,2463
N4H19,2019-02-05,53.38,53.38,53.38,53.38,0,2463
N4H19,2019-02-06,53.46,53.46,53.46,53.46,0,2463
N4H19,2019-02-07,53.27,53.27,53.27,53.27,0,2463
N4H19,2019-02-08,52.06,52.06,52.06,52.06,0,2463
N4H19,2019-02-11,51.56,51.56,51.56,51.56,0,2463
N4H19,2019-02-12,50.4,50.4,50.4,50.4,0,2463
N4H19,2019-02-13,50.66,50.66,50.66,50.66,0,2463
N4H19,2019-02-14,49.99,49.99,49.99,49.99,0,2463
N4H19,2019-02-15,50.52,50.52,50.52,50.52,0,2463
N4H19,2019-02-18,49.2,49.2,49.2,49.2,0,2463
N4H19,2019-02-19,49.2,49.55,49.2,49.55,10,2473
N4H19,2019-02-20,50.13,50.13,50.13,50.13,0,2473
N4H19,2019-02-21,48.42,48.42,48.42,48.42,0,2473
N4H19,2019-02-22,47.92,47.92,47.92,47.92,0,2473
N4H19,2019-02-25,47.36,47.36,47.36,47.36,0,2473
N4H19,2019-02-26,47.6,47.6,47.37,47.37,35,2473
N4J19,2019-02-27,48.32,48.32,48.32,48.32,0,2028
N4J19,2019-02-28,48.37,48.37,48.37,48.37,0,2028
N4J19,2019-03-01,47.94,47.94,47.94,47.94,0,2028
N4J19,2019-03-04,48.2,48.2,48.2,48.2,0,2028
N4J19,2019-03-05,47.9,47.9,47.9,47.9,0,2028
N4J19,2019-03-06,47.3,47.3,47.3,47.3,0,2028
N4J19,2019-03-07,47.15,47.15,47.15,47.15,0,2028
N4J19,2019-03-08,47.47,47.47,47.47,47.47,0,2028
N4J19,2019-03-11,46.82,46.82,46.82,46.82,30,2058
N4J19,2019-03-12,46.42,46.42,46.42,46.42,0,2058
N4J19,2019-03-13,45.38,45.38,45.38,45.38,0,2058
N4J19,2019-03-14,45.17,45.17,45.17,45.17,0,2058
N4J19,2019-03-15,44.27,44.27,44.27,44.27,0,2058
N4J19,2019-03-18,43.85,43.85,43.85,43.85,0,2058
N4J19,2019-03-19,43.72,43.72,43.72,43.72,0,2058
N4J19,2019-03-20,44.3,44.3,44.3,44.3,240,1818
N4J19,2019-03-21,43.65,43.65,43.65,43.65,0,1818
N4J19,2019-03-22,43.1,43.1,42.95,42.95,10,1818
N4J19,2019-03-25,43.25,43.25,42.47,42.47,30,1828
N4J19,2019-03-26,42.67,42.67,42.67,42.67,0,1828
N4K19,2019-03-27,42.74,42.74,42.74,42.74,10,1838
N4K19,2019-03-28,42.65,42.65,42.65,42.65,50,1693
N4K19,2019-03-29,41.46,41.46,41.46,41.46,0,1693
N4K19,2019-04-01,40.53,40.53,40.53,40.53,0,1693
N4K19,2019-04-02,39.76,39.76,39.76,39.76,0,1693
N4K19,2019-04-03,41.43,41.43,41.43,41.43,0,1693
N4K19,2019-04-04,43.08,43.08,43.08,43.08,0,1693
N4K19,2019-04-05,47.06,47.06,47.06,47.06,0,1693
N4K19,2019-04-08,46.35,46.35,46.35,46.35,10,1703
N4K19,2019-04-09,47.5,47.5,47.5,47.5,10,1703
N4K19,2019-04-10,47.75,47.75,46.18,46.18,65,1708
N4K19,2019-04-11,46.5,46.5,46.5,46.5,0,1708
N4K19,2019-04-12,45.69,45.69,45.69,45.69,0,1708
N4K19,2019-04-15,43.98,43.98,43.98,43.98,0,1708
N4K19,2019-04-16,43.8,43.8,43.8,43.8,0,1708
N4K19,2019-04-17,44.71,44.71,44.71,44.71,0,1708
N4K19,2019-04-18,42.98,42.98,42.98,42.98,30,1723
N4K19,2019-04-22,42.98,42.98,42.98,42.98,0,1723
N4K19,2019-04-23,43.05,43.05,43.05,43.05,0,1723
N4K19,2019-04-24,42.58,42.58,42.58,42.58,0,1723
N4K19,2019-04-25,43.25,43.25,43.21,43.21,50,1768
N4M19,2019-04-26,43.25,43.25,43.25,43.25,5,1768
N4M19,2019-04-29,43.49,43.49,43.49,43.49,0,1643
N4M19,2019-04-30,43.18,43.18,43.18,43.18,36,1679
N4M19,2019-05-01,42.33,42.33,42.33,42.33,12,1691
N4M19,2019-05-02,42.47,42.47,42.47,42.47,0,1691
N4M19,2019-05-03,43,43,43,43,0,1691
N4M19,2019-05-06,43,43,43,43,0,1691
N4M19,2019-05-07,42.36,42.36,42.36,42.36,0,1691
N4M19,2019-05-08,43.26,43.26,43.26,43.26,0,1691
N4M19,2019-05-09,43.7,43.7,43.7,43.7,30,1721
N4M19,2019-05-10,42.67,42.67,42.67,42.67,0,1721
N4M19,2019-05-13,42.38,42.38,42.38,42.38,0,1721
N4M19,2019-05-14,42.52,42.52,42.52,42.52,0,1721
N4M19,2019-05-15,42.61,42.61,42.61,42.61,30,1751
N4M19,2019-05-16,41.72,41.72,41.72,41.72,0,1751
N4M19,2019-05-17,40.62,40.62,40.62,40.62,0,1751
N4M19,2019-05-20,41.02,41.02,41.02,41.02,0,1751
N4M19,2019-05-21,40.66,40.66,40.66,40.66,0,1751
N4M19,2019-05-22,41.22,41.22,41.22,41.22,0,1751
N4M19,2019-05-23,40.95,41.3,40.95,41.3,30,1766
N4M19,2019-05-24,40.81,40.81,40.81,40.81,0,1766
N4M19,2019-05-27,40.81,40.81,40.81,40.81,0,1766
N4N19,2019-05-28,41.25,41.25,41.25,41.25,5,1771
N4N19,2019-05-29,40.83,40.83,40.83,40.83,0,1771
N4N19,2019-05-30,39.92,39.92,39.92,39.92,24,1680
N4N19,2019-05-31,39.1,39.1,39.1,39.1,30,1710
N4N19,2019-06-03,38.45,38.45,38.45,38.45,0,1710
N4N19,2019-06-04,39.47,39.47,39.47,39.47,30,1740
N4N19,2019-06-05,39.3,39.3,39.3,39.3,0,1740
N4N19,2019-06-06,38.15,38.15,38.15,38.15,0,1740
N4N19,2019-06-07,39.13,39.13,39.13,39.13,48,1740
N4N19,2019-06-10,39.98,39.98,39.98,39.98,0,1740
N4N19,2019-06-11,38.95,38.95,38.95,38.95,30,1770
N4N19,2019-06-12,38.88,38.88,38.88,38.88,24,1770
N4N19,2019-06-13,39.2,39.2,39.2,39.2,0,1770
N4N19,2019-06-14,39.25,39.25,39.25,39.25,60,1830
N4N19,2019-06-17,39.67,39.67,39.67,39.67,0,1830
N4N19,2019-06-18,38.88,38.88,38.88,38.88,150,1830
N4N19,2019-06-19,38.02,38.02,38.02,38.02,60,1890
N4N19,2019-06-20,37.74,37.74,37.74,37.74,0,1890
N4N19,2019-06-21,38.37,38.37,38.37,38.37,0,1890
N4N19,2019-06-24,38.7,38.7,38.7,38.7,60,1950
N4N19,2019-06-25,37.59,37.59,37.59,37.59,0,1950
N4Q19,2019-06-26,38.51,38.51,38.51,38.51,30,1980
N4Q19,2019-06-27,37.99,37.99,37.99,37.99,60,1915
N4Q19,2019-06-28,37.63,37.63,37.63,37.63,60,1975
N4Q19,2019-07-01,38.35,38.35,38.35,38.35,30,1975
N4Q19,2019-07-02,37.82,37.82,37.82,37.82,0,1975
N4Q19,2019-07-03,37.96,37.96,37.96,37.96,0,1975
N4Q19,2019-07-04,38.47,38.47,38.47,38.47,0,1975
N4Q19,2019-07-05,40.2,40.2,40.2,40.2,5,1980
N4Q19,2019-07-08,41.67,41.67,41.67,41.67,0,1980
N4Q19,2019-07-09,41.25,41.25,41.25,41.25,90,2070
N4Q19,2019-07-10,43.14,43.14,43.14,43.14,0,2070
N4Q19,2019-07-11,44.46,44.46,44.46,44.46,0,2070
N4Q19,2019-07-12,45.59,45.59,45.59,45.59,0,2070
N4Q19,2019-07-15,44.66,44.66,44.66,44.66,60,2130
N4Q19,2019-07-16,42.42,42.42,42.42,42.42,0,2130
N4Q19,2019-07-17,41.64,41.64,41.64,41.64,0,2130
N4Q19,2019-07-18,40.62,40.62,40.62,40.62,12,2142
N4Q19,2019-07-19,40.62,40.62,40.62,40.62,12,2154
N4Q19,2019-07-22,39.75,39.75,39.75,39.75,0,2154
N4Q19,2019-07-23,41.28,41.28,41.28,41.28,0,2154
N4Q19,2019-07-24,40.3,40.3,39.98,39.98,35,2189
N4Q19,2019-07-25,40.16,40.16,40.16,40.16,0,2189
N4Q19,2019-07-26,39.78,39.78,39.78,39.78,60,2189
N4Q19,2019-07-29,39.64,39.64,39.64,39.64,0,2189
N4U19,2019-07-30,41.06,41.06,41.06,41.06,0,2059
N4U19,2019-07-31,41.99,41.99,41.99,41.99,0,2059
N4U19,2019-08-01,45.15,45.15,45.15,45.15,30,2089
N4U19,2019-08-02,44.53,44.53,44.53,44.53,30,2119
N4U19,2019-08-05,43.46,43.46,43.46,43.46,0,2119
N4U19,2019-08-06,42.42,42.42,42.42,42.42,0,2119
N4U19,2019-08-07,43.19,43.19,43.19,43.19,0,2119
N4U19,2019-08-08,44.65,44.65,44.65,44.65,30,2149
N4U19,2019-08-09,44.78,44.78,44.78,44.78,0,2149
N4U19,2019-08-12,43.29,43.29,43.29,43.29,90,2239
N4U19,2019-08-13,43.98,43.98,43.98,43.98,60,2299
N4U19,2019-08-14,42.69,42.69,42.69,42.69,30,2299
N4U19,2019-08-15,42.16,42.16,42.16,42.16,0,2299
N4U19,2019-08-16,41.56,41.56,41.56,41.56,0,2299
N4U19,2019-08-19,41.31,41.31,41.31,41.31,0,2299
N4U19,2019-08-20,42.06,42.06,42.06,42.06,0,2299
N4U19,2019-08-21,42.42,42.42,42.42,42.42,54,2353
N4U19,2019-08-22,41.22,41.22,41.22,41.22,0,2353
N4U19,2019-08-23,40.37,40.37,40.37,40.37,0,2353
N4U19,2019-08-26,40.37,40.37,40.37,40.37,0,2353
N4U19,2019-08-27,39.51,39.51,39.51,39.51,0,2353
N4U19,2019-08-28,40.03,40.03,40.03,40.03,0,2353
N4V19,2019-08-29,42.49,42.49,42.49,42.49,0,2253
N4V19,2019-08-30,42.27,42.27,42.27,42.27,0,2253
N4V19,2019-09-02,40.45,40.45,40.45,40.45,12,2265
N4V19,2019-09-03,40.79,40.79,40.79,40.79,0,2265
N4V19,2019-09-04,40.88,40.88,40.88,40.88,0,2265
N4V19,2019-09-05,41.15,41.15,41.15,41.15,0,2265
N4V19,2019-09-06,41.18,41.18,41.18,41.18,0,2265
N4V19,2019-09-09,41.07,41.07,41.07,41.07,30,2244
N4V19,2019-09-10,46.07,46.07,46.07,46.07,0,2244
N4V19,2019-09-11,45.72,45.72,45.72,45.72,0,2244
N4V19,2019-09-12,46.43,46.43,46.43,46.43,0,2244
N4V19,2019-09-13,46.5,46.5,46.5,46.5,0,2244
N4V19,2019-09-16,47.63,47.63,47.63,47.63,6,2250
N4V19,2019-09-17,44.38,44.38,44.38,44.38,0,2250
N4V19,2019-09-18,42.18,42.18,42.18,42.18,0,2250
N4V19,2019-09-19,42.1,42.1,42.1,42.1,0,2250
N4V19,2019-09-20,42.79,42.79,42.79,42.79,0,2250
N4V19,2019-09-23,41.91,41.91,41.91,41.91,0,2250
N4V19,2019-09-24,42,42.01,42,42.01,10,2250
N4V19,2019-09-25,41.09,41.09,41.09,41.09,0,2250
N4V19,2019-09-26,41.1,41.21,41.1,41.21,1,2251
N4X19,2019-09-27,51.39,51.39,51.39,51.39,0,2068
N4X19,2019-09-30,50.28,50.28,50.28,50.28,0,2068
N4X19,2019-10-01,51.13,51.13,51.13,51.13,0,2068
N4X19,2019-10-02,49.36,49.36,49.36,49.36,0,2068
N4X19,2019-10-03,49.01,49.01,49.01,49.01,0,2068
N4X19,2019-10-04,48.62,48.62,48.62,48.62,0,2068
N4X19,2019-10-07,48.17,48.17,48.17,48.17,0,2068
N4X19,2019-10-08,48.49,48.49,48.49,48.49,0,2068
N4X19,2019-10-09,48.46,48.46,48.46,48.46,0,2068
N4X19,2019-10-10,48.99,48.99,48.99,48.99,0,2068
N4X19,2019-10-11,48.95,48.95,48.95,48.95,0,2068
N4X19,2019-10-14,49.18,49.18,49.18,49.18,0,2068
N4X19,2019-10-15,49.38,49.38,49.38,49.38,60,2128
N4X19,2019-10-16,49.55,49.55,49.55,49.55,0,2128
N4X19,2019-10-17,49.16,49.16,49.16,49.16,0,2128
N4X19,2019-10-18,49.13,49.13,49.13,49.13,0,2128
N4X19,2019-10-21,48.27,48.27,48.27,48.27,0,2128
N4X19,2019-10-22,48.42,48.42,48.42,48.42,0,2128
N4Z19,2019-10-23,49.66,49.66,49.66,49.66,0,2128
N4Z19,2019-10-24,50.01,50.45,50.01,50.01,0,2128
N4Z19,2019-10-25,49.42,49.42,49.42,49.42,0,2128
N4Z19,2019-10-28,48.84,48.84,48.84,48.84,0,2128
N4Z19,2019-10-29,48.44,48.44,48.44,48.44,0,2128
N4Z19,2019-10-30,48.86,48.86,48.86,48.86,0,1946
N4Z19,2019-10-31,48.94,48.94,48.94,48.94,0,1946
N4Z19,2019-11-01,48.96,48.96,48.96,48.96,0,1946
N4Z19,2019-11-04,49.58,49.58,49.58,49.58,0,1946
N4Z19,2019-11-05,49.97,49.97,49.97,49.97,30,1976
N4Z19,2019-11-06,48.79,48.79,48.79,48.79,6,1976
N4Z19,2019-11-07,48.61,48.61,48.61,48.61,0,1976
N4Z19,2019-11-08,48.1,48.1,48.1,48.1,54,1976
N4Z19,2019-11-11,47.85,47.85,47.85,47.85,0,1976
N4Z19,2019-11-12,47.04,47.04,47.04,47.04,0,1976
N4Z19,2019-11-13,46.83,46.83,46.83,46.83,0,1976
N4Z19,2019-11-14,47.02,47.02,47.02,47.02,0,1976
N4Z19,2019-11-15,47.02,47.02,47.02,47.02,0,1976
N4Z19,2019-11-18,45.91,45.91,45.91,45.91,0,1976
N4Z19,2019-11-19,46,46,46,46,0,1976
N4Z19,2019-11-20,46.52,46.52,46.52,46.52,0,1976
N4F20,2019-11-21,49.99,49.99,49.99,49.99,0,1976
N4F20,2019-11-22,50.71,50.71,50.71,50.71,0,1976
N4F20,2019-11-25,50.13,50.13,50.13,50.13,0,1976
N4F20,2019-11-26,49.6,49.6,49.6,49.6,0,1976
N4F20,2019-11-27,50.26,50.26,50.26,50.26,0,1976
N4F20,2019-11-28,49.66,49.66,49.66,49.66,0,1794
N4F20,2019-11-29,49.7,49.7,49.7,49.7,0,1794
N4F20,2019-12-02,48.49,48.49,48.49,48.49,0,1794
N4F20,2019-12-03,48.35,48.35,48.35,48.35,0,1794
N4F20,2019-12-04,48.27,48.27,48.27,48.27,0,1794
N4F20,2019-12-05,47.63,47.63,47.63,47.63,0,1794
N4F20,2019-12-06,46.8,46.8,46.8,46.8,0,1794
N4F20,2019-12-09,46.15,46.15,46.15,46.15,0,1794
N4F20,2019-12-10,45.46,45.46,45.46,45.46,0,1794
N4F20,2019-12-11,44.88,44.88,44.88,44.88,0,1794
N4F20,2019-12-12,45.81,45.81,45.81,45.81,0,1794
N4F20,2019-12-13,43.8,43.8,43.8,43.8,0,1794
N4F20,2019-12-16,43.82,43.82,43.82,43.82,0,1794
N4F20,2019-12-17,45.6,45.6,45.6,45.6,120,1914
N4F20,2019-12-18,46.78,46.78,46.78,46.78,90,2004
N4F20,2019-12-19,46.83,46.83,46.83,46.83,240,2094
N4F20,2019-12-20,45.57,45.57,45.57,45.57,0,2094
N4F20,2019-12-23,44.03,44.03,44.03,44.03,0,2094
N4F20,2019-12-24,42.85,42.85,42.85,42.85,0,2094
N4F20,2019-12-26,42.85,42.85,42.85,42.85,0,2094
N4F20,2019-12-27,42.78,42.78,42.78,42.78,0,2094
N4G20,2019-12-30,42.14,42.14,42.14,42.14,0,1890
N4G20,2019-12-31,41.45,41.45,41.45,41.45,30,1920
N4G20,2020-01-02,40.61,40.61,40.61,40.61,0,1920
N4G20,2020-01-03,41.99,41.99,41.99,41.99,24,1908
N4G20,2020-01-06,40.38,40.38,40.38,40.38,0,1908
N4G20,2020-01-07,39.55,39.55,39.55,39.55,0,1908
N4G20,2020-01-08,39.37,39.37,39.37,39.37,60,1908
N4G20,2020-01-09,39.94,39.94,39.94,39.94,0,1908
N4G20,2020-01-10,39.56,39.56,39.56,39.56,0,1908
N4G20,2020-01-13,40.13,40.13,40.13,40.13,30,1938
N4G20,2020-01-14,38.54,38.54,38.54,38.54,0,1938
N4G20,2020-01-15,38.4,38.4,38.4,38.4,0,1938
N4G20,2020-01-16,38.3,38.3,38.3,38.3,30,1968
N4G20,2020-01-17,38.21,38.21,38.21,38.21,60,1938
N4G20,2020-01-20,37.33,37.33,37.33,37.33,18,1956
N4G20,2020-01-21,37.4,37.4,37.4,37.4,36,1992
N4G20,2020-01-22,36.84,36.84,36.84,36.84,18,2010
N4G20,2020-01-23,36.54,36.54,36.54,36.54,0,2010
N4G20,2020-01-24,37.01,37.01,37.01,37.01,0,2010
N4H20,2020-01-27,35.86,35.86,35.86,35.86,76,2050
N4H20,2020-01-28,36.5,36.5,36.5,36.5,0,2050
N4H20,2020-01-29,35.26,35.26,35.26,35.26,18,2068
N4H20,2020-01-30,34.58,34.58,34.58,34.58,0,1835
N4H20,2020-01-31,34.24,34.24,34.24,34.24,0,1835
N4H20,2020-02-03,32.78,32.78,32.78,32.78,0,1835
N4H20,2020-02-04,33.09,33.09,33.09,33.09,0,1835
N4H20,2020-02-05,32.92,32.92,32.92,32.92,0,1835
N4H20,2020-02-06,32.79,32.79,32.79,32.79,0,1835
N4H20,2020-02-07,32.5,32.5,32.5,32.5,36,1871
N4H20,2020-02-10,31.4,31.4,31.4,31.4,36,1907
N4H20,2020-02-11,31.28,31.28,31.28,31.28,0,1907
N4H20,2020-02-12,31.59,31.59,31.59,31.59,0,1907
N4H20,2020-02-13,31.64,31.64,31.64,31.64,0,1907
N4H20,2020-02-14,31.97,31.97,31.97,31.97,0,1907
N4H20,2020-02-17,32.75,32.75,32.75,32.75,0,1907
N4H20,2020-02-18,32.67,32.67,32.67,32.67,0,1907
N4H20,2020-02-19,33.53,33.53,33.53,33.53,18,1916
N4J20,2020-02-20,33.49,33.49,33.49,33.49,0,1916
N4J20,2020-02-21,33.26,33.26,33.26,33.26,0,1916
N4J20,2020-02-24,32.42,32.42,32.42,32.42,0,1916
N4J20,2020-02-25,32.02,32.02,32.02,32.02,0,1916
N4J20,2020-02-26,32.43,32.43,32.43,32.43,0,1916
N4J20,2020-02-27,32.32,32.32,32.32,32.32,18,1701
N4J20,2020-02-28,32.6,32.6,32.6,32.6,54,1746
N4J20,2020-03-02,32.97,32.97,32.97,32.97,54,1800
N4J20,2020-03-03,33.45,33.45,33.45,33.45,18,1800
N4J20,2020-03-04,33.22,33.22,33.22,33.22,0,1800
N4J20,2020-03-05,32.96,32.96,32.96,32.96,72,1872
N4J20,2020-03-06,32.68,32.68,32.68,32.68,0,1872
N4J20,2020-03-09,32.39,32.39,32.39,32.39,0,1872
N4J20,2020-03-10,33.61,33.61,33.61,33.61,0,1872
N4J20,2020-03-11,34.37,34.37,34.37,34.37,0,1872
N4J20,2020-03-12,34.17,34.17,34.17,34.17,0,1872
N4J20,2020-03-13,34.11,34.11,34.11,34.11,0,1872
N4J20,2020-03-16,32.68,32.68,32.68,32.68,84,1788
N4J20,2020-03-17,31.62,31.62,31.62,31.62,0,1788
N4J20,2020-03-18,30.3,30.3,30.3,30.3,0,1788
N4J20,2020-03-19,31.16,31.16,31.16,31.16,0,1788
N4J20,2020-03-20,30.1,30.1,30.1,30.1,0,1788
N4J20,2020-03-23,29.36,29.36,29.36,29.36,0,1788
N4J20,2020-03-24,29.13,29.13,29.13,29.13,0,1788
N4J20,2020-03-25,28.26,28.26,28.26,28.26,0,1788
N4K20,2020-03-26,27.14,27.14,27.14,27.14,36,1788
N4K20,2020-03-27,25.91,25.91,25.91,25.91,0,1788
N4K20,2020-03-30,24.86,24.86,24.86,24.86,0,1691
N4K20,2020-03-31,24.63,24.63,24.63,24.63,0,1691
N4K20,2020-04-01,24.33,24.33,24.33,24.33,0,1691
N4K20,2020-04-02,24.77,24.77,24.77,24.77,0,1691
N4K20,2020-04-03,24.7,24.7,24.7,24.7,0,1691
N4K20,2020-04-06,25.7,25.7,25.7,25.7,0,1691
N4K20,2020-04-07,26.91,26.91,26.91,26.91,0,1691
N4K20,2020-04-08,26.76,26.76,26.76,26.76,0,1691
N4K20,2020-04-09,27,27,26.95,26.95,3,1688
N4K20,2020-04-13,26.95,26.95,26.95,26.95,0,1688
N4K20,2020-04-14,25.5,25.69,25.5,25.69,9,1679
N4K20,2020-04-15,24.98,24.98,24.98,24.98,18,1697
N4K20,2020-04-16,25.75,25.75,25.75,25.75,6,1691
N4K20,2020-04-17,26.09,26.09,26.09,26.09,0,1691
N4K20,2020-04-20,25,25,25,25,0,1691
N4M20,2020-04-21,26.92,26.92,26.92,26.92,0,1691
N4M20,2020-04-22,27.03,27.03,27.03,27.03,18,1709
N4M20,2020-04-23,26.23,26.23,26.23,26.23,0,1709
N4M20,2020-04-24,25.91,25.91,25.91,25.91,18,1727
N4M20,2020-04-27,26.18,26.18,26.18,26.18,0,1727
N4M20,2020-04-28,26.4,26.4,26.4,26.4,36,1763
N4M20,2020-04-29,26.18,26.18,26.18,26.18,18,1702
N4M20,2020-04-30,25.76,25.76,25.76,25.76,0,1702
N4M20,2020-05-01,25.24,25.24,25.24,25.24,0,1702
N4M20,2020-05-04,25.03,25.03,25.03,25.03,0,1702
N4M20,2020-05-05,25.04,25.04,25.04,25.04,45,1684
N4M20,2020-05-06,25.29,25.29,25.29,25.29,0,1684
N4M20,2020-05-07,25.72,25.72,25.72,25.72,0,1684
N4M20,2020-05-08,25.72,25.72,25.72,25.72,0,1684
N4M20,2020-05-11,25.43,25.43,25.43,25.43,0,1684
N4M20,2020-05-12,25,25,24.81,24.81,51,1720
N4M20,2020-05-13,24.74,24.74,24.74,24.74,0,1720
N4M20,2020-05-14,25.11,25.11,25.11,25.11,0,1720
N4M20,2020-05-15,25.3,25.3,25.3,25.3,18,1738
N4M20,2020-05-18,24.99,24.99,24.99,24.99,0,1738
N4M20,2020-05-19,25.05,25.05,25.05,25.05,0,1738
N4M20,2020-05-20,25.15,25.15,25.15,25.15,0,1738
N4M20,2020-05-21,24.63,24.63,24.63,24.63,0,1738
N4M20,2020-05-22,24,24,24,24,18,1756
N4M20,2020-05-25,24,24,24,24,0,1756
N4M20,2020-05-26,24.78,24.78,24.78,24.78,0,1756
N4N20,2020-05-27,24.99,24.99,24.99,24.99,15,1756
N4N20,2020-05-28,24.59,24.59,24.59,24.59,0,1659
N4N20,2020-05-29,25.19,25.19,25.19,25.19,0,1659
N4N20,2020-06-01,24.55,24.55,24.55,24.55,0,1659
N4N20,2020-06-02,25.62,25.62,25.62,25.62,0,1659
N4N20,2020-06-03,26.81,26.81,26.81,26.81,18,1677
N4N20,2020-06-04,27.14,27.14,27.14,27.14,0,1677
N4N20,2020-06-05,28.12,28.12,28.12,28.12,0,1677
N4N20,2020-06-08,27.41,27.41,27.41,27.41,0,1677
N4N20,2020-06-09,26.75,26.75,26.75,26.75,15,1692
N4N20,2020-06-10,26.88,26.88,26.88,26.88,0,1692
N4N20,2020-06-11,27.21,27.21,27.21,27.21,0,1692
N4N20,2020-06-12,27.87,27.87,27.87,27.87,0,1692
N4N20,2020-06-15,28.26,28.26,28.26,28.26,0,1692
N4N20,2020-06-16,28.25,28.25,28.25,28.25,0,1692
N4N20,2020-06-17,28.21,28.21,28.21,28.21,0,1692
N4N20,2020-06-18,29.19,29.19,29.19,29.19,0,1692
N4N20,2020-06-19,29.94,29.94,29.94,29.94,0,1692
N4Q20,2020-06-22,30.55,30.55,30.55,30.55,0,1692
N4Q20,2020-06-23,32.1,32.1,32.1,32.1,0,1692
N4Q20,2020-06-24,32.06,32.06,32.06,32.06,72,1764
N4Q20,2020-06-25,31.27,31.27,31.27,31.27,0,1764
N4Q20,2020-06-26,31.48,31.48,31.48,31.48,90,1746
N4Q20,2020-06-29,33.17,33.17,33.17,33.17,48,1676
N4Q20,2020-06-30,33.26,33.26,33.26,33.26,0,1676
N4Q20,2020-07-01,32.8,32.8,32.8,32.8,0,1676
N4Q20,2020-07-02,32.38,32.38,32.38,32.38,0,1676
N4Q20,2020-07-03,32.25,32.25,32.25,32.25,0,1676
N4Q20,2020-07-06,33.08,33.08,33.08,33.08,18,1658
N4Q20,2020-07-07,33.61,33.61,33.61,33.61,36,1694
N4Q20,2020-07-08,33.04,33.04,33.04,33.04,18,1712
N4Q20,2020-07-09,32.6,32.6,32.6,32.6,0,1712
N4Q20,2020-07-10,31.52,31.52,31.52,31.52,0,1712
N4Q20,2020-07-13,31.7,31.7,30.77,30.77,51,1691
N4Q20,2020-07-14,31,31,31,31,0,1691
N4Q20,2020-07-15,31.45,31.45,31.45,31.45,0,1691
N4Q20,2020-07-16,29.98,29.98,29.98,29.98,0,1691
N4Q20,2020-07-17,30.6,30.6,30.6,30.6,0,1691
N4Q20,2020-07-20,29.37,29.37,29.37,29.37,0,1691
N4Q20,2020-07-21,29.62,29.62,29.62,29.62,0,1691
N4Q20,2020-07-22,29.95,29.95,29.95,29.95,0,1691
N4Q20,2020-07-23,30.4,30.4,30.4,30.4,1263,2948
N4Q20,2020-07-24,29.9,29.9,29.9,29.9,0,2948
N4Q20,2020-07-27,29.75,29.75,29.36,29.36,3,2948
N4U20,2020-07-28,32.42,32.42,32.42,32.42,150,3039
N4U20,2020-07-29,33.3,33.3,33.07,33.07,159,3154
N4U20,2020-07-30,33.03,33.03,33.03,33.03,0,3032
N4U20,2020-07-31,33.57,33.57,33.57,33.57,0,3032
N4U20,2020-08-03,34.52,34.52,34.52,34.52,0,3032
N4U20,2020-08-04,35.39,35.39,35.39,35.39,0,3032
N4U20,2020-08-05,36.54,36.54,36.54,36.54,18,3050
N4U20,2020-08-06,37.86,37.86,37.86,37.86,0,3050
N4U20,2020-08-07,38.78,38.78,38.78,38.78,18,3068
N4U20,2020-08-10,38.18,38.18,38.18,38.18,18,3086
N4U20,2020-08-11,37.59,37.59,37.59,37.59,54,3104
N4U20,2020-08-12,36.63,36.63,36.63,36.63,0,3104
N4U20,2020-08-13,36.45,36.45,36.45,36.45,0,3104
N4U20,2020-08-14,36.2,37.4,36.2,37.4,120,3117
N4V20,2020-08-17,38.66,38.66,38.66,38.66,0,3117
N4V20,2020-08-18,39.92,39.92,39.92,39.92,30,3147
N4V20,2020-08-19,39.64,39.64,39.64,39.64,81,3120
N4V20,2020-08-20,39.39,39.39,39.39,39.39,27,3111
